"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","1/238","104/18870",0.733849419167476,0.787364434204672,0.668937687964951,"DUSP1",1
"GO:0007286","BP","GO:0007286","spermatid development","2/238","206/18870",0.735913170648644,0.789312202605937,0.670592494347398,"DMC1/HSPA2",2
"GO:0010586","BP","GO:0010586","miRNA metabolic process","1/238","105/18870",0.737224876816316,0.790185719569057,0.671334626443189,"KLF5",1
"GO:0032602","BP","GO:0032602","chemokine production","1/238","105/18870",0.737224876816316,0.790185719569057,0.671334626443189,"ALOX15B",1
"GO:0009566","BP","GO:0009566","fertilization","2/238","207/18870",0.7383505346552,0.791125421151121,0.67213298839145,"TRPC6/PLB1",2
"GO:0006626","BP","GO:0006626","protein targeting to mitochondrion","1/238","106/18870",0.740557702785819,0.79238071963538,0.673199478607781,"FZD5",1
"GO:0046425","BP","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","1/238","106/18870",0.740557702785819,0.79238071963538,0.673199478607781,"LEP",1
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","2/238","208/18870",0.740768759608784,0.79238071963538,0.673199478607781,"FZD5/NLRP10",2
"GO:0019724","BP","GO:0019724","B cell mediated immunity","2/238","208/18870",0.740768759608784,0.79238071963538,0.673199478607781,"C7/C6",2
"GO:1901654","BP","GO:1901654","response to ketone","2/238","208/18870",0.740768759608784,0.79238071963538,0.673199478607781,"KLF9/THBS1",2
"GO:0006664","BP","GO:0006664","glycolipid metabolic process","1/238","107/18870",0.743848433266366,0.794338145470601,0.674862489858598,"B3GALT2",1
"GO:0007173","BP","GO:0007173","epidermal growth factor receptor signaling pathway","1/238","107/18870",0.743848433266366,0.794338145470601,0.674862489858598,"ERRFI1",1
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","1/238","107/18870",0.743848433266366,0.794338145470601,0.674862489858598,"DAPK2",1
"GO:0140888","BP","GO:0140888","interferon-mediated signaling pathway","1/238","107/18870",0.743848433266366,0.794338145470601,0.674862489858598,"SAMHD1",1
"GO:1901796","BP","GO:1901796","regulation of signal transduction by p53 class mediator","1/238","107/18870",0.743848433266366,0.794338145470601,0.674862489858598,"ANKRD1",1
"GO:1902414","BP","GO:1902414","protein localization to cell junction","1/238","108/18870",0.747097597732741,0.797272050233261,0.677355108757019,"TJP2",1
"GO:1903509","BP","GO:1903509","liposaccharide metabolic process","1/238","108/18870",0.747097597732741,0.797272050233261,0.677355108757019,"B3GALT2",1
"GO:0051701","BP","GO:0051701","biological process involved in interaction with host","2/238","211/18870",0.747909530165345,0.797870589750072,0.677863622506355,"PTX3/INHBB",2
"GO:0045619","BP","GO:0045619","regulation of lymphocyte differentiation","2/238","212/18870",0.750252132363721,0.799889827262878,0.679579148398291,"ZBTB16/TGFBR2",2
"GO:0061387","BP","GO:0061387","regulation of extent of cell growth","1/238","109/18870",0.750305719027891,0.799889827262878,0.679579148398291,"CDH4",1
"GO:0006402","BP","GO:0006402","mRNA catabolic process","3/238","310/18870",0.752665087867493,0.802136032609957,0.681487504105376,"TENT5B/PRR5L/GDNF",3
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","1/238","110/18870",0.753473313445639,0.802728189785532,0.681990595475436,"NR4A3",1
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","2/238","214/18870",0.754881425682588,0.80395883740592,0.683036142541216,"DMC1/HSPA2",2
"GO:0031341","BP","GO:0031341","regulation of cell killing","1/238","111/18870",0.756600890812373,0.804173120736362,0.683218195716859,"LEP",1
"GO:0032611","BP","GO:0032611","interleukin-1 beta production","1/238","111/18870",0.756600890812373,0.804173120736362,0.683218195716859,"FZD5",1
"GO:0032651","BP","GO:0032651","regulation of interleukin-1 beta production","1/238","111/18870",0.756600890812373,0.804173120736362,0.683218195716859,"FZD5",1
"GO:0035249","BP","GO:0035249","synaptic transmission, glutamatergic","1/238","111/18870",0.756600890812373,0.804173120736362,0.683218195716859,"HTR1B",1
"GO:0043280","BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/238","111/18870",0.756600890812373,0.804173120736362,0.683218195716859,"COL4A3",1
"GO:1905954","BP","GO:1905954","positive regulation of lipid localization","1/238","111/18870",0.756600890812373,0.804173120736362,0.683218195716859,"ACSL1",1
"GO:0045833","BP","GO:0045833","negative regulation of lipid metabolic process","1/238","112/18870",0.759688954567726,0.807185388704859,0.685777391284808,"CIDEC",1
"GO:0009206","BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/238","113/18870",0.762738001844241,0.809883518162712,0.688069697620933,"PRKAG2",1
"GO:0042177","BP","GO:0042177","negative regulation of protein catabolic process","1/238","113/18870",0.762738001844241,0.809883518162712,0.688069697620933,"TIMP4",1
"GO:0009145","BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","1/238","114/18870",0.765748523546063,0.812537164550714,0.69032421154403,"PRKAG2",1
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","1/238","114/18870",0.765748523546063,0.812537164550714,0.69032421154403,"PER1",1
"GO:0033559","BP","GO:0033559","unsaturated fatty acid metabolic process","1/238","115/18870",0.768721004426637,0.815146930953571,0.692541445429402,"ALOX15B",1
"GO:0099565","BP","GO:0099565","chemical synaptic transmission, postsynaptic","1/238","115/18870",0.768721004426637,0.815146930953571,0.692541445429402,"INSYN2A",1
"GO:0001824","BP","GO:0001824","blastocyst development","1/238","116/18870",0.771655923165451,0.817440841273268,0.694490330848906,"CITED2",1
"GO:0019882","BP","GO:0019882","antigen processing and presentation","1/238","116/18870",0.771655923165451,0.817440841273268,0.694490330848906,"THBS1",1
"GO:1902749","BP","GO:1902749","regulation of cell cycle G2/M phase transition","1/238","116/18870",0.771655923165451,0.817440841273268,0.694490330848906,"HSPA2",1
"GO:0019058","BP","GO:0019058","viral life cycle","3/238","321/18870",0.773296310766304,0.818632803336214,0.695503011015663,"STOM/PTX3/ADARB1",3
"GO:0031348","BP","GO:0031348","negative regulation of defense response","3/238","321/18870",0.773296310766304,0.818632803336214,0.695503011015663,"SAMHD1/WFDC1/PTPN22",3
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","1/238","117/18870",0.774553752443825,0.819690917504654,0.696401975224218,"SEPTIN4",1
"GO:0044403","BP","GO:0044403","biological process involved in symbiotic interaction","3/238","322/18870",0.775100510871661,0.819996479211098,0.69666157768092,"STOM/PTX3/INHBB",3
"GO:0035710","BP","GO:0035710","CD4-positive, alpha-beta T cell activation","1/238","119/18870",0.780240003801818,0.824884475077238,0.700814374672292,"TGFBR2",1
"GO:1904892","BP","GO:1904892","regulation of receptor signaling pathway via STAT","1/238","119/18870",0.780240003801818,0.824884475077238,0.700814374672292,"LEP",1
"GO:0000209","BP","GO:0000209","protein polyubiquitination","2/238","226/18870",0.781132632072977,0.825553543308254,0.701382808978064,"RNF144B/PTPN22",2
"GO:0008202","BP","GO:0008202","steroid metabolic process","3/238","327/18870",0.783946444952311,0.828251928875812,0.703675332902673,"PRKAG2/BDH1/LEP",3
"GO:0007163","BP","GO:0007163","establishment or maintenance of cell polarity","2/238","228/18870",0.785261154190359,0.82936522034462,0.704621175245586,"RAC3/SPINT2",2
"GO:0048675","BP","GO:0048675","axon extension","1/238","121/18870",0.785783422808728,0.829641102221308,0.704855561987896,"CDH4",1
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","3/238","330/18870",0.789115446821616,0.832605873173671,0.707374404521369,"PIK3R1/LEP/KCNQ3",3
"GO:0051169","BP","GO:0051169","nuclear transport","3/238","330/18870",0.789115446821616,0.832605873173671,0.707374404521369,"PIK3R1/LEP/KCNQ3",3
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","1/238","123/18870",0.791187582496328,0.834062579690337,0.708612009176813,"NAV3",1
"GO:2001257","BP","GO:2001257","regulation of cation channel activity","1/238","123/18870",0.791187582496328,0.834062579690337,0.708612009176813,"CACNB2",1
"GO:0032412","BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","2/238","231/18870",0.791326071376147,0.834062579690337,0.708612009176813,"CACNB2/TRPC6",2
"GO:0009314","BP","GO:0009314","response to radiation","4/238","428/18870",0.791545859139728,0.834062579690337,0.708612009176813,"PER1/PIK3R1/GUCY2D/NOG",4
"GO:0007033","BP","GO:0007033","vacuole organization","2/238","232/18870",0.793314020014825,0.835093960790163,0.709488261212536,"ATP2A2/MAP1LC3C",2
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","2/238","232/18870",0.793314020014825,0.835093960790163,0.709488261212536,"PRODH/GDNF",2
"GO:0038127","BP","GO:0038127","ERBB signaling pathway","1/238","124/18870",0.793838532267804,0.835093960790163,0.709488261212536,"ERRFI1",1
"GO:0072655","BP","GO:0072655","establishment of protein localization to mitochondrion","1/238","124/18870",0.793838532267804,0.835093960790163,0.709488261212536,"FZD5",1
"GO:0072676","BP","GO:0072676","lymphocyte migration","1/238","124/18870",0.793838532267804,0.835093960790163,0.709488261212536,"NEDD9",1
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","3/238","334/18870",0.795848190381535,0.836654167724948,0.710813798885261,"PIK3R1/GUCY2D/ANKRD1",3
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","3/238","334/18870",0.795848190381535,0.836654167724948,0.710813798885261,"PIK3R1/GUCY2D/ANKRD1",3
"GO:0001578","BP","GO:0001578","microtubule bundle formation","1/238","125/18870",0.79645596688427,0.836739524878747,0.710886317549596,"TPPP",1
"GO:0072089","BP","GO:0072089","stem cell proliferation","1/238","125/18870",0.79645596688427,0.836739524878747,0.710886317549596,"TGFBR2",1
"GO:0043488","BP","GO:0043488","regulation of mRNA stability","2/238","235/18870",0.799178224023636,0.839044729417613,0.712844798435354,"TENT5B/GDNF",2
"GO:1903050","BP","GO:1903050","regulation of proteolysis involved in protein catabolic process","2/238","235/18870",0.799178224023636,0.839044729417613,0.712844798435354,"RNF144B/NKD2",2
"GO:0021987","BP","GO:0021987","cerebral cortex development","1/238","127/18870",0.801591973188376,0.84130095468714,0.714761666977746,"SUN2",1
"GO:0030301","BP","GO:0030301","cholesterol transport","1/238","128/18870",0.804111372984629,0.843666537915204,0.716771445050676,"LEP",1
"GO:0002456","BP","GO:0002456","T cell mediated immunity","1/238","129/18870",0.806598913974367,0.84505940881424,0.717954815543879,"FZD5",1
"GO:0002708","BP","GO:0002708","positive regulation of lymphocyte mediated immunity","1/238","129/18870",0.806598913974367,0.84505940881424,0.717954815543879,"FZD5",1
"GO:2001056","BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","1/238","129/18870",0.806598913974367,0.84505940881424,0.717954815543879,"COL4A3",1
"GO:0022898","BP","GO:0022898","regulation of transmembrane transporter activity","2/238","239/18870",0.806768485318566,0.84505940881424,0.717954815543879,"CACNB2/TRPC6",2
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","2/238","239/18870",0.806768485318566,0.84505940881424,0.717954815543879,"RASGRP2/RAPGEF5",2
"GO:0007052","BP","GO:0007052","mitotic spindle organization","1/238","130/18870",0.809054997346337,0.846617313653823,0.719278397377382,"SUN2",1
"GO:0010595","BP","GO:0010595","positive regulation of endothelial cell migration","1/238","130/18870",0.809054997346337,0.846617313653823,0.719278397377382,"THBS1",1
"GO:0050864","BP","GO:0050864","regulation of B cell activation","1/238","130/18870",0.809054997346337,0.846617313653823,0.719278397377382,"IRS2",1
"GO:0000280","BP","GO:0000280","nuclear division","4/238","441/18870",0.810351228712868,0.847694603307931,0.720193652904787,"DUSP1/RGCC/DMC1/HSPA2",4
"GO:0030218","BP","GO:0030218","erythrocyte differentiation","1/238","131/18870",0.811480019258374,0.848037981322957,0.720485383754558,"CITED2",1
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","1/238","131/18870",0.811480019258374,0.848037981322957,0.720485383754558,"DUSP1",1
"GO:0070585","BP","GO:0070585","protein localization to mitochondrion","1/238","131/18870",0.811480019258374,0.848037981322957,0.720485383754558,"FZD5",1
"GO:0010720","BP","GO:0010720","positive regulation of cell development","4/238","444/18870",0.814489986957688,0.850903740483739,0.722920106767179,"ZBTB16/TGFBR2/NEDD9/CDH4",4
"GO:0006720","BP","GO:0006720","isoprenoid metabolic process","1/238","133/18870",0.816238438555557,0.851890232423501,0.723758221379312,"PLB1",1
"GO:0050868","BP","GO:0050868","negative regulation of T cell activation","1/238","133/18870",0.816238438555557,0.851890232423501,0.723758221379312,"PTPN22",1
"GO:0051225","BP","GO:0051225","spindle assembly","1/238","133/18870",0.816238438555557,0.851890232423501,0.723758221379312,"CCDC69",1
"GO:0007041","BP","GO:0007041","lysosomal transport","1/238","134/18870",0.8185726036633,0.853485477179123,0.725113526867096,"SORT1",1
"GO:0030317","BP","GO:0030317","flagellated sperm motility","1/238","134/18870",0.8185726036633,0.853485477179123,0.725113526867096,"SEPTIN4",1
"GO:0097722","BP","GO:0097722","sperm motility","1/238","134/18870",0.8185726036633,0.853485477179123,0.725113526867096,"SEPTIN4",1
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","3/238","350/18870",0.821014165298882,0.855652585713233,0.726954682638681,"RNF144B/COL4A3/NKD2",3
"GO:0043487","BP","GO:0043487","regulation of RNA stability","2/238","247/18870",0.821189548906658,0.855652585713233,0.726954682638681,"TENT5B/GDNF",2
"GO:0051896","BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","2/238","248/18870",0.822922976702294,0.856855345560823,0.727976536505419,"THBS1/LEP",2
"GO:0071333","BP","GO:0071333","cellular response to glucose stimulus","1/238","136/18870",0.823152728130016,0.856855345560823,0.727976536505419,"IRS2",1
"GO:0098781","BP","GO:0098781","ncRNA transcription","1/238","136/18870",0.823152728130016,0.856855345560823,0.727976536505419,"KLF5",1
"GO:0046034","BP","GO:0046034","ATP metabolic process","1/238","137/18870",0.825399426683719,0.858912697446253,0.729724444022934,"PRKAG2",1
"GO:0071331","BP","GO:0071331","cellular response to hexose stimulus","1/238","138/18870",0.827617701196572,0.860939134010705,0.731446086163909,"IRS2",1
"GO:0048813","BP","GO:0048813","dendrite morphogenesis","1/238","139/18870",0.829807909776286,0.862935058006884,0.733141805103394,"PDLIM5",1
"GO:0000086","BP","GO:0000086","G2/M transition of mitotic cell cycle","1/238","140/18870",0.831970406037738,0.863770646974169,0.733851713917638,"HSPA2",1
"GO:0001909","BP","GO:0001909","leukocyte mediated cytotoxicity","1/238","140/18870",0.831970406037738,0.863770646974169,0.733851713917638,"LEP",1
"GO:0008203","BP","GO:0008203","cholesterol metabolic process","1/238","140/18870",0.831970406037738,0.863770646974169,0.733851713917638,"LEP",1
"GO:0010977","BP","GO:0010977","negative regulation of neuron projection development","1/238","140/18870",0.831970406037738,0.863770646974169,0.733851713917638,"MCF2",1
"GO:0034101","BP","GO:0034101","erythrocyte homeostasis","1/238","140/18870",0.831970406037738,0.863770646974169,0.733851713917638,"CITED2",1
"GO:0015918","BP","GO:0015918","sterol transport","1/238","141/18870",0.834105539159095,0.865421940400785,0.73525463784837,"LEP",1
"GO:1904064","BP","GO:1904064","positive regulation of cation transmembrane transport","1/238","141/18870",0.834105539159095,0.865421940400785,0.73525463784837,"CACNB2",1
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint signaling","1/238","142/18870",0.836213653937253,0.867326041844841,0.736872345179695,"DUSP1",1
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","3/238","362/18870",0.838119637335475,0.868917742562856,0.738224639685245,"TENT5B/PRR5L/GDNF",3
"GO:0034341","BP","GO:0034341","response to type II interferon","1/238","143/18870",0.838295090842579,0.868917742562856,0.738224639685245,"GCH1",1
"GO:0006997","BP","GO:0006997","nucleus organization","1/238","144/18870",0.840350186072966,0.87076390327352,0.739793121094558,"SUN2",1
"GO:0051053","BP","GO:0051053","negative regulation of DNA metabolic process","1/238","146/18870",0.84438267525783,0.874657151880503,0.743100789829251,"ANKRD1",1
"GO:0006401","BP","GO:0006401","RNA catabolic process","3/238","367/18870",0.844822119209427,0.874827205880599,0.743245266166651,"TENT5B/PRR5L/GDNF",3
"GO:0051098","BP","GO:0051098","regulation of binding","2/238","262/18870",0.845657843401352,0.875407370139901,0.74373816846373,"ATP2A2/NOG",2
"GO:0031333","BP","GO:0031333","negative regulation of protein-containing complex assembly","1/238","147/18870",0.846360720722936,0.875564573716631,0.743871727197893,"MYADM",1
"GO:0032006","BP","GO:0032006","regulation of TOR signaling","1/238","147/18870",0.846360720722936,0.875564573716631,0.743871727197893,"LEP",1
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","1/238","148/18870",0.84831372763785,0.877299390313403,0.745345611657076,"INSYN2A",1
"GO:0002757","BP","GO:0002757","immune response-activating signaling pathway","4/238","473/18870",0.850805745241092,0.879590324780804,0.747291968819437,"NR4A3/PIK3R1/PLCG2/PTPN22",4
"GO:0010508","BP","GO:0010508","positive regulation of autophagy","1/238","150/18870",0.85214588434803,0.880402997548127,0.747982408237867,"FOXO1",1
"GO:1902652","BP","GO:1902652","secondary alcohol metabolic process","1/238","150/18870",0.85214588434803,0.880402997548127,0.747982408237867,"LEP",1
"GO:0009411","BP","GO:0009411","response to UV","1/238","152/18870",0.855881623127358,0.883401038745938,0.750529516870369,"PIK3R1",1
"GO:0010821","BP","GO:0010821","regulation of mitochondrion organization","1/238","152/18870",0.855881623127358,0.883401038745938,0.750529516870369,"FZD5",1
"GO:1903038","BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","1/238","152/18870",0.855881623127358,0.883401038745938,0.750529516870369,"PTPN22",1
"GO:0032409","BP","GO:0032409","regulation of transporter activity","2/238","271/18870",0.858844522579377,0.886171393752357,0.752883185378025,"CACNB2/TRPC6",2
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","1/238","155/18870",0.861309715971281,0.888426574929156,0.754799166868698,"HSPA2",1
"GO:0140014","BP","GO:0140014","mitotic nuclear division","2/238","274/18870",0.863006908369116,0.889379839491483,0.755609051802078,"DUSP1/RGCC",2
"GO:0010950","BP","GO:0010950","positive regulation of endopeptidase activity","1/238","156/18870",0.863073450280596,0.889379839491483,0.755609051802078,"COL4A3",1
"GO:0046718","BP","GO:0046718","viral entry into host cell","1/238","156/18870",0.863073450280596,0.889379839491483,0.755609051802078,"PTX3",1
"GO:0021537","BP","GO:0021537","telencephalon development","2/238","276/18870",0.865719293794164,0.891789397481671,0.757656190434396,"SUN2/CHD7",2
"GO:0050657","BP","GO:0050657","nucleic acid transport","1/238","158/18870",0.866534191133857,0.891789397481671,0.757656190434396,"TGFBR2",1
"GO:0050658","BP","GO:0050658","RNA transport","1/238","158/18870",0.866534191133857,0.891789397481671,0.757656190434396,"TGFBR2",1
"GO:0060294","BP","GO:0060294","cilium movement involved in cell motility","1/238","158/18870",0.866534191133857,0.891789397481671,0.757656190434396,"SEPTIN4",1
"GO:0048285","BP","GO:0048285","organelle fission","4/238","488/18870",0.867118247050827,0.892101582754136,0.757921420212765,"DUSP1/RGCC/DMC1/HSPA2",4
"GO:0006261","BP","GO:0006261","DNA-templated DNA replication","1/238","161/18870",0.871562655665637,0.895804049063841,0.761067002036617,"SAMHD1",1
"GO:0009205","BP","GO:0009205","purine ribonucleoside triphosphate metabolic process","1/238","161/18870",0.871562655665637,0.895804049063841,0.761067002036617,"PRKAG2",1
"GO:0051236","BP","GO:0051236","establishment of RNA localization","1/238","161/18870",0.871562655665637,0.895804049063841,0.761067002036617,"TGFBR2",1
"GO:0001539","BP","GO:0001539","cilium or flagellum-dependent cell motility","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"SEPTIN4",1
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"PRKAG2",1
"GO:0030307","BP","GO:0030307","positive regulation of cell growth","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"CDH4",1
"GO:0043524","BP","GO:0043524","negative regulation of neuron apoptotic process","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"GDNF",1
"GO:0044409","BP","GO:0044409","entry into host","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"PTX3",1
"GO:0060285","BP","GO:0060285","cilium-dependent cell motility","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"SEPTIN4",1
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","1/238","163/18870",0.87480969868428,0.897110429951158,0.762176891399663,"SUN2",1
"GO:0034655","BP","GO:0034655","nucleobase-containing compound catabolic process","4/238","496/18870",0.875178869648327,0.897199499271737,0.762252563887253,"SAMHD1/TENT5B/PRR5L/GDNF",4
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","4/238","500/18870",0.879049266105326,0.900684789621277,0.765213634983464,"NR4A3/PIK3R1/PLCG2/PTPN22",4
"GO:0031331","BP","GO:0031331","positive regulation of cellular catabolic process","3/238","396/18870",0.87914544285878,0.900684789621277,0.765213634983464,"IRS2/FOXO1/PRR5L",3
"GO:0061014","BP","GO:0061014","positive regulation of mRNA catabolic process","1/238","167/18870",0.881060576346008,0.902355949606063,0.766633437361979,"PRR5L",1
"GO:0007034","BP","GO:0007034","vacuolar transport","1/238","169/18870",0.884068459545136,0.904853321879048,0.768755182213162,"SORT1",1
"GO:0051250","BP","GO:0051250","negative regulation of lymphocyte activation","1/238","169/18870",0.884068459545136,0.904853321879048,0.768755182213162,"PTPN22",1
"GO:0010952","BP","GO:0010952","positive regulation of peptidase activity","1/238","170/18870",0.885543872979084,0.906071612468619,0.769790230857543,"COL4A3",1
"GO:0001959","BP","GO:0001959","regulation of cytokine-mediated signaling pathway","1/238","171/18870",0.887000587322987,0.907269992440441,0.77080836362152,"SAMHD1",1
"GO:0006820","BP","GO:0006820","monoatomic anion transport","1/238","172/18870",0.88843883857798,0.908448722329737,0.771809801853458,"STC1",1
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","2/238","295/18870",0.889139294843539,0.908768295119424,0.772081307999511,"FGD4/MCF2",2
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","3/238","406/18870",0.889323284399436,0.908768295119424,0.772081307999511,"RGCC/EDA/PLCG2",3
"GO:0010970","BP","GO:0010970","transport along microtubule","1/238","173/18870",0.889858859779095,0.909023290381859,0.772297949663631,"SUN2",1
"GO:0007259","BP","GO:0007259","receptor signaling pathway via JAK-STAT","1/238","174/18870",0.891260881032375,0.910162943419308,0.773266188556367,"LEP",1
"GO:0072331","BP","GO:0072331","signal transduction by p53 class mediator","1/238","175/18870",0.892645129551539,0.911283720435204,0.774218390552251,"ANKRD1",1
"GO:0022900","BP","GO:0022900","electron transport chain","1/238","176/18870",0.894011829694183,0.91238586858321,0.775154765630795,"STEAP4",1
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","2/238","301/18870",0.89571281541015,0.913828355497096,0.776380289440579,"NR4A3/PLCG2",2
"GO:1990138","BP","GO:1990138","neuron projection extension","1/238","179/18870",0.898008841344765,0.9158767964678,0.778120626325695,"CDH4",1
"GO:0009451","BP","GO:0009451","RNA modification","1/238","180/18870",0.899307535676794,0.916613004612204,0.778746102093439,"ADARB1",1
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","1/238","180/18870",0.899307535676794,0.916613004612204,0.778746102093439,"SCN7A",1
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","2/238","305/18870",0.899892501062143,0.916915154977714,0.779002806305799,"NR4A3/PLCG2",2
"GO:0043484","BP","GO:0043484","regulation of RNA splicing","1/238","181/18870",0.900589761814243,0.917331494565918,0.779356524646941,"PIK3R1",1
"GO:0016482","BP","GO:0016482","cytosolic transport","1/238","182/18870",0.901855727713339,0.918101522367483,0.780010733288925,"SORT1",1
"GO:0006302","BP","GO:0006302","double-strand break repair","2/238","307/18870",0.901923521973343,0.918101522367483,0.780010733288925,"SAMHD1/DMC1",2
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","1/238","183/18870",0.903105638715278,0.919010477053203,0.78078297295269,"SAMHD1",1
"GO:0000070","BP","GO:0000070","mitotic sister chromatid segregation","1/238","184/18870",0.904339697578967,0.91997168979064,0.781599610583614,"DUSP1",1
"GO:0007059","BP","GO:0007059","chromosome segregation","3/238","424/18870",0.90573424009362,0.921095492805608,0.782554383440888,"DUSP1/CCDC69/DMC1",3
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation","2/238","312/18870",0.906834666028241,0.921919567702415,0.783254510005199,"DUSP1/DMC1",2
"GO:0008361","BP","GO:0008361","regulation of cell size","1/238","187/18870",0.907948750871603,0.922756997208173,0.78396598252425,"CDH4",1
"GO:0000910","BP","GO:0000910","cytokinesis","1/238","188/18870",0.909121378249035,0.92306317574295,0.784226109032714,"SEPTIN4",1
"GO:0044000","BP","GO:0044000","movement in host","1/238","188/18870",0.909121378249035,0.92306317574295,0.784226109032714,"PTX3",1
"GO:0097696","BP","GO:0097696","receptor signaling pathway via STAT","1/238","188/18870",0.909121378249035,0.92306317574295,0.784226109032714,"LEP",1
"GO:1904062","BP","GO:1904062","regulation of monoatomic cation transmembrane transport","2/238","315/18870",0.909670391275468,0.923325615928916,0.784449075836398,"CACNB2/CHD7",2
"GO:0042770","BP","GO:0042770","signal transduction in response to DNA damage","1/238","189/18870",0.910279129666267,0.923648491085376,0.784723387643334,"ANKRD1",1
"GO:0006839","BP","GO:0006839","mitochondrial transport","1/238","190/18870",0.911422193053636,0.924513159758843,0.785458002312421,"FZD5",1
"GO:0016032","BP","GO:0016032","viral process","3/238","432/18870",0.912298549835566,0.92506739908763,0.785928879023474,"STOM/PTX3/ADARB1",3
"GO:0021543","BP","GO:0021543","pallium development","1/238","191/18870",0.912550753977256,0.92506739908763,0.785928879023474,"SUN2",1
"GO:0000075","BP","GO:0000075","cell cycle checkpoint signaling","1/238","192/18870",0.913664995668643,0.925606425321947,0.786386830827331,"DUSP1",1
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","1/238","192/18870",0.913664995668643,0.925606425321947,0.786386830827331,"MCF2",1
"GO:0002377","BP","GO:0002377","immunoglobulin production","1/238","196/18870",0.917982354658758,0.929667750977225,0.78983729629909,"SAMHD1",1
"GO:0031647","BP","GO:0031647","regulation of protein stability","2/238","325/18870",0.918551522362645,0.929667750977225,0.78983729629909,"PIK3R1/FAM107A",2
"GO:0042254","BP","GO:0042254","ribosome biogenesis","2/238","325/18870",0.918551522362645,0.929667750977225,0.78983729629909,"GLUL/CHD7",2
"GO:0006403","BP","GO:0006403","RNA localization","1/238","197/18870",0.919027668977663,0.929853528179246,0.789995130926358,"TGFBR2",1
"GO:0042742","BP","GO:0042742","defense response to bacterium","2/238","330/18870",0.922679045297076,0.933250797566552,0.792881420210727,"ADAMTS5/NLRP10",2
"GO:0016236","BP","GO:0016236","macroautophagy","2/238","331/18870",0.923480646732728,0.933754557881436,0.793309410409023,"ATP2A2/MAP1LC3C",2
"GO:0002695","BP","GO:0002695","negative regulation of leukocyte activation","1/238","202/18870",0.924058553976436,0.933754557881436,0.793309410409023,"PTPN22",1
"GO:0050728","BP","GO:0050728","negative regulation of inflammatory response","1/238","202/18870",0.924058553976436,0.933754557881436,0.793309410409023,"WFDC1",1
"GO:0003341","BP","GO:0003341","cilium movement","1/238","203/18870",0.925026738257217,0.93413885420446,0.793635905082455,"SEPTIN4",1
"GO:1903313","BP","GO:1903313","positive regulation of mRNA metabolic process","1/238","203/18870",0.925026738257217,0.93413885420446,0.793635905082455,"PRR5L",1
